Hip,Hab?,Display Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
0,,NN 3125,m,10.5,-6.3,8.1,2.1,14.00861803
0,,NN 3270,dM4 e,10.5,-9.2,-0.7,-5,13.70861803
0,,GJ 2036 B,,10.5,-0.8,-8.2,-6.6,12.03861803
0,,Gl 352 B,,10.5,-3.8,-8.6,4.7,10.68747485
0,,NN 3849,dM9,10.5,2.2,3.2,9.8,19.62861803
14632,1,Iota Persei,G0V,10.5,-8.5,6.1,-1.4,3.937017404
45908,1,Gl 341,M0V,10.5,1.7,-10.3,-1.3,9.397058913
46706,,Gl 352,M2,10.5,-3.8,-8.6,4.7,10.69747485
48714,1,BD+63°869,M2,10.5,-6.4,3.8,7.3,8.897741874
56244,1,Gl 431,M,10.5,2.9,-9.4,3.5,11.41910715
0,,NN 3010,m,10.6,-2.7,7.6,-7,13.40563927
33142,1,NN 3412,M:,10.6,-8.8,4.1,4.3,10.92610123
0,,GJ 1232,k-m,10.7,6.7,8.3,0.7,13.37637924
0,,Gl 766,dM4.5 J,10.7,4.9,9.6,0.2,12.7547484
0,,Gl 766 B,,10.7,4.9,9.6,0.2,13.2447484
54532,1,Gl 413.1,M:,10.7,0.8,-9,5.8,10.29545107
79755,,Gl 617,M0Vvar,10.7,-1.4,8.1,6.8,8.460782679
79762,,Gl 617 B,M3,10.7,-1.4,8.2,6.8,10.56568117
86400,1,BD+03°3465,K3V,10.7,9,4.8,3.2,6.370804215
109119,,Hip 109119,A2,10.7,3,8.2,-6.2,10.06124568
115332,1,NN 4333,M:,10.7,-0.6,8.1,-7,11.57405805
0,,Gl 47,dM2.5e,10.8,-6.1,9,-0.3,10.65835986
0,,GJ 1041 B,m,10.8,-5.5,2.7,-8.8,13.84241474
0,,Gl 228 B,,10.8,-10.2,-3.5,-0.8,12.33703778
0,,Gl 635 B,K0 V,10.8,5,6.5,7,5.23375832
0,,Gl 660 B,,10.8,9.5,3.3,3.9,12.03258588
0,,Gl 909 B,M2,10.8,-5.1,9.2,2.4,11.53493013
10644,,8 Delta Trianguli,G0V,10.8,-7.8,6,-4.6,4.693654605
14101,,NN 3192,,10.8,-5.3,-2,-9.1,10.80171415
29316,1,BD+10°1032,M3,10.8,-10.2,-3.5,-0.8,10.41703778
62687,1,BD+00°2989,M0.5V,10.8,2.7,-4.3,9.5,8.326569591
81693,,40 Zeta Herculis,F9IV,10.8,5,6.5,7,2.74375832
83591,,Gl 653,K5V,10.8,9.7,2.7,3.8,7.571947709
84123,1,Gl 660,G,10.8,9.5,3.3,3.9,11.88258588
117712,,Gl 909,K3V,10.8,-5.1,9.2,2.4,6.234930126
0,,NN 3928,m,10.9,3.9,5.8,8.3,13.49893914
0,,GJ 1236,m,10.9,8,7.4,-0.7,12.15710547
0,,NN 4281,M6.5,10.9,4.3,4.8,-8.8,16.95657756
10138,,Gl 86,K0V,10.9,0.5,-5.1,-9.6,5.930188433
16536,1,Gl 145,,10.9,-2,-6.2,-8.7,11.30011896
37217,1,NN 3459,M2,10.9,-5.9,-9.1,0.1,11.5224767
57757,,5 Beta Virginis,F8V,10.9,0,-5.3,9.5,3.422793679
66459,1,BD+36°2393,M9,10.9,0.6,2.4,10.6,8.85232023
0,,GJ 1004,DA8,11,-4.8,9.6,-2.3,14.14803644
0,,NN 3210,DZ7,11,-0.1,-6.7,-8.7,14.54520696
0,,GJ 1086,DQP8,11,-9.7,-4.7,-2.6,14.3332429
0,,Gl 545,M4,11,6.8,-3,8.1,12.69759188
0,,GJ 1238,m+,11,-3,9.6,4.5,15.15803644
57050,1,GJ 1148,M5,11,-3.7,1.3,10.3,11.68707857
82257,,GJ 1206,DA,11,0.2,8.6,6.9,12.02830685
0,,Gl 63,dM3,11.1,-7,8.5,-1,10.96843875
0,,NN 3140,dM4,11.1,-6.7,3.6,-8.1,12.49121255
0,,NN 3396,m,11.1,-10.7,1.3,2.7,14.60121255
0,,NN 3592,DZ9,11.1,2.4,-10.9,0.1,14.87121255
0,,NN 4078,m,11.1,9.6,-3.8,-4.2,12.47121255
0,,GJ 1277,M4,11.1,5.7,-3.9,-8.7,13.85121255
3093,1,54 Piscium,K0V,11.1,-4.1,7.3,-7.4,5.621936251
8768,1,Gl 79,K5/M0V,11.1,-2.7,-0.9,-10.7,8.675310348
21556,1,BD-11°916,M1,11.1,-8.1,-4.2,-6.3,10.13675479
42808,,Gl 320,K2V,11.1,-2,-10.9,0.4,6.325898005
57632,,Denebola,A3Vvar,11.1,-1.2,-3.4,10.5,1.915069515
70975,,Gl 553.1,M4,11.1,7.4,-3.1,7.7,11.68541422
78072,,41 Gamma Serpentis,F6V,11.1,6.9,3.6,8,3.619281491
83599,,Gl 654,M0V,11.1,10,2.8,4,9.843962215
88972,1,BD+38°3095,K2V,11.1,4.2,9.2,4.5,6.173864948
93101,1,BD+05°3993,M2V,11.1,8.6,7,0.2,8.991695043
0,,Gl 107 B,M1 V,11.2,-8.6,6.9,-1.9,9.807681867
0,,Gl 356 B,,11.2,-7.4,-1.1,8.3,12.75790172
0,,Gl 505 B,M1 V,11.2,2.1,-1,11,9.348657262
0,,Gl 537,dM3 e,11.2,-0.1,4.5,10.3,9.59938852
0,,Gl 537 B,dM3 e,11.2,-0.1,4.5,10.3,9.69938852
0,,GJ 1187,m,11.2,-0.5,6.7,8.9,15.28668759
0,,NN 3967,m,11.2,9.3,2.9,5.5,13.44425729
0,,NN 4065,M3.5,11.2,8,7.6,1.8,12.20695003
0,,Gl 754.1B,dM5,11.2,9.6,5.4,-1.9,11.86890104
12777,,13 Theta Persei,F7V,11.2,-8.6,6.9,-1.9,3.877681867
22738,,GJ 2036,M2Ve,11.2,-0.9,-8.7,-7,10.88838719
47080,,11 Leonis Minoris,G8IV-V,11.2,-7.4,-1.1,8.3,5.167901725
48331,1,Gl 370,K5V,11.2,0.3,-11,1.6,7.403235849
64797,,Gl 505,K2V,11.2,2.1,-1,11,6.338657262
95071,,Gl 754.1,DAw...,11.2,9.6,5.4,-1.9,12.02890104
0,,Gl 325,K5 V,11.3,-7.4,5.5,6.6,8.432261325
0,,Gl 325 B,K6 V,11.3,-7.4,5.5,6.6,8.632261325
8051,1,Gl 70,M2V:,11.3,-5.2,3.4,-9.3,10.67353154
67927,,8 Eta Boötis,G0IV,11.3,3.3,0.3,10.8,2.406604204
69673,,Arcturus,K2IIIp,11.3,3.9,1,10.5,-0.356712839
91699,1,NN 4070,M4,11.3,5.3,9.6,3.1,10.99586523
0,,NN 3149 B,M4,11.4,-2.4,-2.8,-10.7,12.72241336
0,,NN 4048,m,11.4,4.2,9.6,4.4,11.59241336
0,,NN 4049 B,m,11.4,4.2,9.6,4.4,13.25241336
26335,1,BD+11°878,K7,11.4,-10.8,-2.7,-2.2,8.519944375
29052,1,Hip 29052,,11.4,-6.6,-8.4,-4,11.58351184
36626,,Gl 277 B,M3.5Ve,11.4,-10.5,-0.5,4.5,11.4927684
47513,1,Gl 361,M2,11.4,-6.3,-5.4,7.8,10.09389341
63510,,Gl 494,M2,11.4,2,-2.2,11,9.460040265
67164,1,NN 3804,M:,11.4,6.5,-5.3,7.8,11.57574065
75187,,Wo 9520,M9,11.4,5.6,3.4,9.4,9.827225245
97241,,NN 4122,,11.4,4.3,10.5,0.8,10.57177675
109555,1,Gl 851,M2,11.4,2,9.7,-5.8,9.928054011
116745,1,Gl 902,K3V,11.4,5.3,-6.3,-7.8,6.785493115
0,,NN 3500,M3,11.5,-1.5,-11.4,-0.8,11.54759626
0,,Gl 317,m,11.5,-4.4,-10.4,2.2,11.67759626
0,,NN 3550,m,11.5,-7,6,6.8,14.71759626
0,,NN 3966,m,11.5,4.7,7.2,7.7,12.64759626
428,1,BD+44°4548,M2,11.5,-4.6,10,-3.2,9.627097017
11964,,Gl 103,K7V comp SB,11.5,-1,-5,-10.3,8.544349108
13389,1,Gl 118,M,11.5,1.7,-7.4,-8.6,11.07534875
20917,1,BD+21°652,K7V,11.5,-10.9,0.9,-3.6,7.97183523
23708,1,GJ 1075,K7V,11.5,-0.6,-9.2,-6.9,8.711597717
36627,1,Gl 277,M4,11.5,-10.5,-0.5,4.5,10.28133696
36834,,Gl 277.1,M0,11.5,-9,4.5,5.5,10.18784584
47650,1,Gl 362,M4,11.5,-7,5.5,7.3,10.90984501
48659,1,Hip 48659,,11.5,-1.6,-10.6,4.1,11.74407604
72848,,Gl 567,K2V,11.5,5.1,2.2,10.1,5.709845015
0,,Gl 12,dM3.5,11.6,-2.6,7.2,-8.7,12.26005398
0,,NN 3039,m,11.6,-2.8,6,-9.5,12.37249226
0,,NN 3442,k-m,11.6,-6.9,-9.4,-0.1,13.32249226
0,,Gl 275.2,sdM5,11.6,-10.2,1.8,5.1,13.24508054
0,,Gl 275.2B,DC,11.6,-10.2,1.8,5.1,14.31508054
0,,Gl 540.2,dM5.5e,11.6,7.1,-3.7,8.4,13.53249226
0,,NN 3873,M3.5,11.6,2.8,4.6,10.3,11.98249226
0,,Gl 772,DA6,11.6,8.7,7.1,-3,13.37501576
92871,,Gl 735,M2Ve,11.6,8.8,7.6,0.6,9.78929899
0,,GJ 1234,DC7,11.7,3.8,10.8,2.4,14.23236882
23693,,Zeta Doradus,F7V,11.7,-0.6,-9.3,-7,4.378195563
47620,,Gl 360,M3,11.7,-7.1,5.6,7.5,10.22066823
53985,1,BD+22°2302,K,11.7,-3.9,-3.1,10.5,9.266423862
73470,1,BD+45°2247,M0,11.7,1.4,6,10,8.789322567
0,,Gl 4 B,M0.5 V,11.8,-4.7,10.3,-3.3,8.6696478
0,,GJ 2020,F0 V,11.8,-0.5,-0.1,-11.8,9.394538451
0,,NN 3266,m,11.8,-9.2,7.1,2,13.34428354
0,,29 Gamma Virginis,F0 V,11.8,2.7,-5,10.4,3.155054345
0,,Gl 585,M4,11.8,6.3,3,9.5,13.3296478
473,,Gl 4,K2,11.8,-4.7,10.2,-3.3,8.6196478
21000,,Hip 21000,F8+...,11.8,-10.3,-1.8,-5.5,9.47095474
61941,,29 Gamma Virginis,F0V+...,11.8,2.7,-5,10.4,3.095054345
69454,1,Hip 69454,M2V:,11.8,8.1,-8.4,0.9,9.847605503
69972,,Gl 542,K3V,11.8,8.2,-8.5,0.3,6.294283545
77257,,27 Lambda Serpentis,G0Vvar,11.8,8.1,2.3,8.2,4.079137406
98679,,Gl 773.6,K5V...,11.8,9.9,-1.9,-6.2,8.300698534
98681,,Hip 98681,,11.8,9.9,-1.9,-6.2,9.560698534
107556,,49 Delta Capricorni,A5mF2 (IV),11.8,6.5,5,-8.5,2.506338404
109176,1,24 Iota Pegasi,F5V,11.8,1.4,10.6,-4.8,3.408626892
0,,GJ 1055,m,11.9,-8.9,1.6,-7.6,14.47656046
0,,Gl 403,dM3,11.9,-3.7,-4.8,10.3,12.28362729
0,,Gl 414 B,M2 V,11.9,-4.3,-1.4,11,9.597515335
0,,NN 3954,m,11.9,11.1,-0.2,4.3,13.92139643
0,,NN 4106,M2,11.9,10.3,-3,-5.2,10.44139643
0,,GJ 1243,m,11.9,1.9,11.6,2.1,12.4488098
0,,Wo 9780,M3.5,11.9,6.7,-1.6,-9.7,12.13139643
11048,1,BD+47°612,M2,11.9,-8.7,7.7,-2.5,9.029586116
54646,,Gl 414,K8V,11.9,-4.3,-1.4,11,7.947515335
108569,1,Gl 842,M2,11.9,7.3,-3.8,-8.6,9.378107274
0,,NN 3331,M2,12,-7.5,-6.9,-6.4,9.885390462
0,,NN 3332 B,M3:,12,-7.5,-6.9,-6.4,11.25539046
0,,GJ 1140,DA6,12,-1.4,-8.3,8.6,13.91322501
0,,GJ 2092,DA/F,12,6.1,-10.4,-0.7,13.56539046
0,,NN 3727,M2,12,3,-6.8,9.5,10.55539046
0,,NN 3728 B,g,12,3,-6.8,9.5,10.59539046
0,,GJ 1179,dM4 :,12,2.6,1,11.7,14.92583025
0,,GJ 1179 B,DC9,12,2.6,1,11.7,15.25583025
0,,Gl 669 B,dM5 e,12,6.8,7.8,6.2,12.56565207
0,,GJ 1223,m,12,4.8,9.7,5.1,14.45843238
3937,,NN 3060,,12,-5.1,8,-7.4,12.30061663
9291,,Gl 82,M4Ve,12,-8,9,-0.7,11.81061663
84099,,NN 3992,,12,4.5,8.7,6.9,11.2087889
84794,,Gl 669,M4,12,6.8,7.8,6.2,11.01565207
0,,GJ 1053,sdM6,12.1,-7.9,8.7,2.8,14.23277265
15330,,Zeta 1 Reticuli,G2V,12.1,1.3,-8.1,-8.9,5.122532936
15371,,Zeta 2 Reticuli,G1V,12.1,1.3,-8.1,-8.9,4.829889413
22627,1,Gl 179,M4,12.1,-10.9,-2.4,-4.7,11.5627961
80686,,Zeta Trianguli Australis,F9V,12.1,8.9,-7.6,-3,4.495163111
102186,1,Gl 798,K7V,12.1,9.3,-2.4,-7.4,8.404111423
104432,,Gl 821,M3,12.1,7.9,5.8,-7.2,10.44779058
0,,NN 3435,DA4,12.2,-10.2,4,5.4,11.56906926
0,,NN 3518,m,12.2,-4.2,-11.1,2.9,13.56906926
0,,NN 3533,k-m,12.2,-4.1,-10.9,3.5,13.86906926
0,,Gl 359,M4,12.2,-7.3,-4,8.8,13.80435909
0,,NN 3647,dM4,12.2,-4.6,-0.8,11.3,11.94906926
0,,NN 3800,m,12.2,6.6,-5.5,8.6,13.06906926
0,,GJ 1263,M3.5,12.2,5.3,8,-7.5,12.21376652
0,,GJ 1288,m,12.2,-2.9,10.2,-6.1,13.92641951
26779,,Gl 211,K1V,12.2,-11.1,4.4,2.5,5.79084448
41926,1,Gl 309,K0V,12.2,-3.7,-11.6,1.1,5.963037839
0,,NN 3052,m,12.3,-3.7,6.3,-10,13.34242509
0,,Gl 64,DA7,12.3,-4.5,2.4,-11.2,12.39312202
0,,NN 3263,M3.5,12.3,-6.5,-5.6,-8.9,11.94242509
0,,NN 3285,DC8,12.3,-11.2,-0.6,-5.2,15.04242509
0,,NN 3333,k,12.3,-12,-0.9,-2.8,11.32242509
0,,NN 3567,M2,12.3,-7.8,4,8.7,12.27242509
0,,Gl 590,M4,12.3,10.8,-4.9,3,12.35845079
0,,NN 4004,m,12.3,7.7,-8.3,-4.9,11.64242509
0,,NN 4098,m,12.3,5.4,10.9,2.3,11.34242509
0,,NN 4201,m,12.3,2.9,11.3,-4.1,12.20242509
0,,NN 4350,M4,12.3,3.9,-0.2,-11.7,13.26242509
35191,1,BD+27°1348,,12.3,-11.6,-2.2,3.6,10.3937651
49969,1,Gl 381,M0,12.3,-4,-8.3,8.1,10.17858227
77952,,Beta Trianguli Australis,F2III,12.3,9.6,-7.5,-1.6,2.388849574
84790,1,Gl 671,M4,12.3,4,9.4,6.9,10.91188886
0,,NN 3356,M3.5,12.4,-12,-2.4,-2.2,11.34436767
0,,Gl 914 B,K6 V,12.4,-3.4,9.6,-7,8.532483299
171,,85 Pegasi,G3V,12.4,-3.4,9.6,-7,5.342483299
10395,,Gl 91,,12.4,-2.4,-3.2,-11.7,9.856788041
22762,1,Gl 180,M3,12.4,-8.2,-6.2,-6.9,10.43947418
0,,NN 3028,M6,12.5,-4.7,9.8,-6.1,15.5627339
0,,NN 3250,k-m,12.5,-10.4,0.2,-7.1,14.01729161
0,,GJ 1068,pec,12.5,-1.1,-8.8,-8.9,13.09544993
0,,GJ 1101,m,12.5,-7.1,8.4,6,12.60816258
0,,NN 3466,M4,12.5,-5.1,-11.4,-0.1,12.89544993
0,,NN 3497,dM5.2,12.5,-8.7,5.8,6.9,15.1827339
0,,Gl 324 B,M3.5,12.5,-9.5,-2.9,7.7,12.65001446
0,,NN 3543,M2,12.5,-4.3,-10.9,4.4,10.26544993
0,,Gl 843,M3,12.5,6.5,4.5,-9.6,11.54816258
26801,,Gl 212,M1,12.5,-11.4,4.5,2.6,9.268975714
43587,1,55 Rho 1 Cancri,G8V,12.5,-9.5,-2.9,7.7,5.460014457
51007,1,BD-09°3070,M0,12.5,-2.6,-9.4,7.8,9.687349143
55042,,Hip 55042,M,12.5,4.4,-11.7,0.7,11.16756405
56998,1,Gl 435,K5V,12.5,4.1,-11.3,3.6,7.283005653
102401,1,Gl 806,M3,12.5,1.3,12.4,0.2,10.28572135
0,,Gl 26,dM4,12.6,-5.3,9.2,-6.7,10.56183564
0,,GJ 1029,m,12.6,-6.2,8.3,-7.1,14.30456534
0,,Gl 737 B,K5 V,12.6,11,-3.9,-4.9,9.49198023
0,,Gl 836.5,DQ6,12.6,3.1,11.1,-5,12.74456534
7918,1,BD+41°328,G2V,12.6,-8.1,8.8,-4.2,4.440607878
16134,,Gl 142,K5V,12.6,-6.5,-3.7,-10.1,7.88527034
24813,,15 Lambda Aurigae,G0V,12.6,-12.4,2.7,0.3,4.200333303
36338,1,GJ 1097,,12.6,-9.5,-8,1.5,10.9359289
40693,1,BD-12°2449,K0V,12.6,-7.1,-10,2.8,5.471289292
84051,1,Hip 84051,,12.6,11.4,-4.9,-1.7,9.552654912
93069,1,Gl 737,M2V,12.6,11,-3.9,-4.9,8.94198023
0,,NN 3112,DA7,12.7,3.6,-7.5,-9.6,13.36813546
0,,NN 3292,m,12.7,-11.7,-0.4,-4.9,12.98813546
0,,NN 3357,M4,12.7,-10.2,-6.2,-4.4,12.28813546
0,,Gl 261,DA,12.7,-9.7,-8.1,-0.1,14.75813546
0,,NN 3780,m,12.7,6.8,-7.6,7.5,12.38813546
0,,GJ 1215,m,12.7,9.6,6.2,5.6,14.58263109
0,,NN 4062,m,12.7,4.2,11.1,4.5,11.47813546
0,,GJ 1248,k-m,12.7,8.4,9,-2.9,11.57538502
0,,NN 4154,m,12.7,7.2,-8.2,-6.5,10.98813546
0,,Gl 810,M3.5 J,12.7,8.8,5.9,-7,11.93538502
0,,Gl 810 B,,12.7,8.8,5.9,-7,14.03538502
10798,,Gl 95,G8V,12.7,-3.5,-2.4,-11.9,5.82483451
24284,,Gl 192,M5,12.7,-12.5,-0.8,-2.5,10.23434828
46580,1,BD+06°2182,K3V,12.7,-6.8,-7.4,7.7,6.684559204
91430,,GJ 2138,M1V:,12.7,12,4.1,-0.8,10.73490145
0,,GJ 2045,m,12.8,-10.6,-6.1,-3.9,14.74325517
0,,NN 3668,m,12.8,0.9,-9.2,8.8,13.75047301
0,,Gl 575 B,dG2,12.8,1.2,6.8,10.7,5.431303322
0,,GJ 1210,m,12.8,10.2,5.3,5.7,13.47047301
0,,GJ 1218,m,12.8,10.7,-6.3,-3.3,12.14047301
0,,NN 4054,DC:9,12.8,-0.1,11.4,5.8,15.11325517
0,,NN 4326,M4,12.8,-0.8,10.1,-7.9,11.56047301
0,,NN 4387,M4,12.8,2.9,-0.1,-12.5,12.26047301
25953,,Gl 206,M4Ve,12.8,-12,-3.2,-2.8,10.98880881
27887,1,Hip 27887,K3V,12.8,-0.2,-11.1,-6.5,6.629080598
41824,,GJ 2069,M5Ve,12.8,-10,-4.7,6.5,11.35186454
59406,1,NN 3708,,12.8,3.3,-8.9,8.5,11.14436703
73695,,44 Boötis,G2V + G2V,12.8,1.2,6.8,10.7,4.661303322
80300,,Gl 620.1B,DA,12.8,12.1,-4,1.6,10.4615863
85235,1,BD+67°1014,K0V,12.8,-1.4,10.6,7,5.894367034
111313,1,BD+08°4887,M0V:,12.8,2.4,9.4,-8.3,9.832420897
0,,GJ 1073,k,12.9,-12.4,3.5,-0.5,12.8737048
0,,Gl 194 B,G0 III,12.9,-12.3,3.9,1,0.400616536
0,,Gl 401,M1,12.9,-0.7,-10.6,7.4,10.47089747
0,,Gl 401 B,DQ9,12.9,-0.7,-10.6,7.4,15.94089747
0,,Gl 428 B,M0 Ve,12.9,5,-11.9,-0.1,7.748748876
0,,GJ 1214,m,12.9,10.6,5.2,5.2,14.1137048
0,,Gl 897,M3.5 J,12.9,2.4,3.9,-12.1,10.39650851
0,,Gl 897 B,,12.9,2.4,3.9,-12.1,10.84650851
24608,,Capella,M1: comp,12.9,-12.3,3.9,1,0.150616536
51459,,36 Ursae Majoris,F8V,12.9,-7.2,3.5,10.1,4.295456132
55691,1,Gl 428,K7V+...,12.9,5,-11.9,-0.1,6.948748876
58576,1,BD-09°3413,K0IV,12.9,1.9,-8,10,4.99594806
80337,,Gl 620.1,G3/G5V,12.9,12.1,-4,1.6,4.841825607
95326,,Hip 95326,,12.9,11.9,-0.2,-5,11.84238454
0,,NN 3106,B5,13,-8.1,10.2,0.3,9.49397682
0,,NN 3131,M3,13,-3.7,-1.1,-12.4,10.64245363
0,,NN 3224,m+,13,-9.9,0.5,-8.4,14.13245363
0,,NN 3309,M2.5,13,-12.6,1.5,-2.6,10.69245363
0,,GJ 1077,M1.5 V,13,3.9,-10.4,-6.8,11.3368061
0,,Gl 422,m,13,4.5,-12.2,0.7,11.07397682
0,,NN 3981,m,13,9.3,6.1,6.7,12.56245363
0,,NN 4368,M1,13,-1.3,8.2,-10,10.93245363
25623,1,BD-03°1110,K5V,13,-10.9,-5.4,-4.4,7.083299489
60444,,NN 3722,,13,-5.1,6.7,9.9,10.68273562
67090,,Gl 525,,13,3.5,-0.1,12.6,9.22397682
89211,1,Gl 707,K7V,13,12.5,-2.2,-2.6,7.807523871
91438,1,BD-21°5081,G5V,13,12.6,2.8,-1.5,5.293017571
0,,Gl 195,dM2,13.1,-12.5,3.9,1,9.61262269
0,,Gl 195 B,M4 :,13.1,-12.5,3.9,1,13.11262269
0,,NN 3506,M3,13.1,-9,5.9,7.5,11.07977486
0,,Gl 592,M4,13.1,11,-1.5,7,12.11546679
4569,1,Gl 46,,13.1,-0.2,-0.3,-13.1,11.18319181
13218,1,Gl 114.1,M,13.1,0.1,-7.3,-10.8,10.13688745
19884,,Gl 167,K5V,13.1,-1.2,-9.3,-9.1,7.057171468
31862,1,NN 3403,K7V,13.1,-1.1,-11.9,-5.3,9.357455451
36915,1,NN 3452,M0,13.1,-11,3.4,6.2,10.70290727
67593,,Hip 67593,,13.1,2.9,1.2,12.7,12.71977486
76832,,Gl 597,M4,13.1,-3.8,9.7,7.9,11.64029324
98698,1,BD+02°4076,K4V,13.1,9.1,8.9,-3.2,6.871484005
106811,1,BD+27°4120,,13.1,2.4,12.3,-4.1,9.286067081
115562,1,BD+57°2735,M2,13.1,-4.8,12.2,-0.7,9.450629599
0,,NN 3036,m,13.2,-6.3,11.2,-2.8,12.55406796
0,,GJ 1031,dM5,13.2,-0.5,-0.8,-13.1,12.82406796
0,,NN 3372 B,m,13.2,-11.4,5.3,3.8,12.96406796
0,,GJ 1092,m,13.2,-12.7,0.3,3.5,13.15834603
0,,NN 3612,k-m,13.2,-7.2,6.4,9.1,11.32260898
0,,Gl 425 B,m,13.2,1.1,-10.4,8,10.40406796
0,,NN 3704,M4,13.2,-5.6,7,9.6,12.47406796
0,,GJ 1180,,13.2,2.5,1.7,12.8,10.23406796
0,,NN 3817,M3,13.2,4.8,-0.6,12.3,11.66406796
0,,NN 4044,m,13.2,7.5,9.9,4.4,12.72406796
55454,,Gl 425,K4/K5V,13.2,1.1,-10.4,8,8.144067961
65011,,Gl 507,M0,13.2,0.1,2.3,13,8.91292478
90790,1,BD-18°4986,K1V,13.2,12.8,3.2,-1,6.205766231
0,,NN 3001,DC9,13.3,2.9,-0.2,-13,14.2810892
0,,Gl 164,M3.5,13.3,-11.6,6.5,0.2,12.88397488
0,,GJ 1088,M3.5,13.3,-4,-11.4,-5.7,11.69530632
0,,NN 3423,m,13.3,-12.7,-0.5,4,12.54530632
0,,Gl 319 C,M3.5,13.3,-9.3,-7,6.5,11.16385819
0,,NN 3586,k-m,13.3,-8,2.4,10.4,12.84530632
0,,NN 3900,M3,13.3,10.6,-1.9,7.9,11.95530632
0,,NN 3971,m,13.3,-1.7,10.5,8,15.0310892
0,,Gl 732,sdG0,13.3,12.7,-0.5,-3.9,12.0810892
0,,Gl 732 B,,13.3,12.7,-0.5,-3.9,15.3810892
0,,NN 4239,dM5,13.3,5.5,8.4,-8.8,14.01530632
22263,,58 Eridani,G3V,13.3,-8.9,-6.3,-7.6,4.868199685
42748,,Gl 319,M0,13.3,-9.3,-7,6.5,9.073858186
66625,1,BD+46°1889,M2,13.3,-0.8,4.7,12.4,9.617720539
0,,GJ 1012,M4,13.4,-1.4,4.6,-12.5,11.55950799
0,,Gl 742,DXP5,13.4,-2.4,11.9,5.6,12.56950799
0,,Gl 767 B,M2 :,13.4,5.1,12.3,0.8,10.47240909
0,,Gl 774,m,13.4,9.9,-5.6,-7.1,10.71369414
0,,Gl 774 B,m,13.4,9.9,-5.6,-7.1,12.18369414
8070,1,BD+63°229,K5V,13.4,-8.4,10.5,0.4,7.76932351
16711,1,Gl 146,K7V,13.4,-1.7,-8.1,-10.5,7.971249114
61094,1,BD+09°2636,M0:,13.4,1.3,-4.1,12.7,9.063111895
71181,,Gl 556,K3V,13.4,-0.4,7.1,11.4,6.590781364
97292,1,BD+31°3767,M1+...,13.4,5.1,12.3,0.8,9.522409088
107711,,NN 4224,M6,13.4,8.6,-0.1,-10.3,11.55844833
110443,1,GJ 1267,K7V,13.4,7.7,-3.2,-10.5,8.428055985
0,,NN 3009,M4,13.5,4.9,-5,-11.6,11.4161586
0,,Gl 130.1B,M2,13.5,-10.5,8.5,0.1,10.55465179
0,,Gl 354 B,,13.5,-9.1,2.4,9.6,13.15055578
0,,Gl 427,DA7,13.5,-3.4,-3.3,12.6,13.59201953
0,,NN 3709 B,m,13.5,3.5,-9.4,9,11.9661586
7513,,50 Upsilon Andromedae,F8V,13.5,-8.4,9.4,-4.8,3.44348229
15220,1,Gl 130.1,M2,13.5,-10.5,8.5,0.1,10.27465179
21818,,Gl 174,K3V,13.5,-12.9,0.4,-3.8,7.349970001
46769,1,BD+36°1970,M0,13.5,-9.1,-1.2,9.9,9.532634434
46853,1,25 Theta Ursae Majoris,F6IV,13.5,-9.1,2.4,9.6,2.520555777
83762,,Gl 655,M3,13.5,8.4,7.7,7.2,10.95439723
111960,1,Gl 868,K4/K5V,13.5,6.1,2.2,-11.9,7.161752498
0,,GJ 1194,m,13.6,2.8,7.8,10.8,11.80551987
0,,GJ 1194 B,m,13.6,2.8,7.8,10.8,13.12551987
0,,NN 4006,,13.6,11.6,5.3,4.6,10.23733744
0,,Gl 853 B,,13.6,7.9,-3,-10.6,9.230550199
28368,,NN 3371,M1,13.6,-11.8,5.5,3.9,9.583798917
60910,1,Gl 469,M:,13.6,1.2,-4.3,12.8,11.39939892
87938,1,NN 4040,M:,13.6,3.4,11.5,6.4,11.12881012
110109,1,Gl 853,G1V,13.6,7.9,-3,-10.6,4.720550199
0,,GJ 1035,m,13.7,-7.1,10.6,5,14.09255541
0,,NN 3326,m,13.7,-12.8,-2.2,-4.2,13.0666143
0,,NN 3520,m,13.7,-8.7,7.1,7.9,13.6306569
0,,Gl 333,M3,13.7,-0.5,-13.7,-0.2,11.5006569
0,,Gl 398,dM4 e,13.7,-4.2,-7.6,10.6,11.9166143
0,,Gl 528 B,dK6,13.7,2.5,1.8,13.3,7.354038145
0,,Gl 771 B,M3,13.7,9.3,9.7,-2.6,10.71512648
544,,Gl 5,K0V,13.7,-4.2,10.7,-7.4,5.456019295
15638,1,Gl 133,M2:,13.7,-8.2,10,4.5,10.5106569
16852,1,10 Tauri,F9V,13.7,-10.2,-0.9,-9.1,3.593339751
19337,1,Hip 19337,M1,13.7,-12.8,3.8,-3.2,9.496911742
27188,1,BD+62°780,M0,13.7,-11.4,6.4,3.9,8.337803823
48336,,Gl 369,M0,13.7,-4.2,-10.9,7.1,9.359586885
50341,1,Gl 386,M0,13.7,-3.1,-10.7,8,10.2903586
67422,1,BD+27°2296,K2,13.7,2.5,1.8,13.3,6.934038145
79537,,Gl 615,K0V,13.7,11.6,-7.4,-1.1,6.839164988
83990,,Gl 656,K0V,13.7,11.6,-6.7,-2.9,6.728695537
